pct_employed_head,avg_monthly_income_php,pct_with_access_to_electricity,pct_with_safe_water_access,pct_with_sanitary_toilet,net_enrollment_rate,pct_permanent_house_material,pct_underemployed_or_informal,avg_family_size,pct_completed_secondary_education,income_level
74.1,38072.32,94.95,95.67,98.55,85.85,77.13,9.8,3.73,82.84,Level 3
35.49,12330.89,50.89,54.13,36.37,70.14,47.71,59.03,5.28,27.6,Level 1
51.06,25081.59,66.23,67.89,59.05,76.29,60.37,53.56,6.07,71.59,Level 2
79.12,31732.35,79.19,80.02,79.24,73.58,57.62,20.46,5.58,65.49,Level 2
54.27,14876.75,69.09,53.96,50.59,64.85,45.93,47.31,6.12,20.14,Level 1
88.24,32376.9,82.62,81.66,77.9,99.0,71.6,19.58,4.19,67.19,Level 3
42.74,14011.51,62.58,56.0,46.41,74.25,57.75,48.01,6.22,49.54,Level 1
74.34,33448.92,93.94,64.8,82.13,91.44,61.44,13.84,4.88,63.31,Level 3
51.46,11815.11,60.71,54.63,40.12,75.76,14.0,44.7,6.06,25.51,Level 1
64.86,33755.29,84.85,98.52,76.44,82.94,52.58,24.88,4.55,89.18,Level 3
69.29,25615.86,91.73,78.91,74.33,82.06,52.13,30.94,4.74,69.07,Level 2
39.81,13826.61,69.43,51.95,43.5,68.99,39.89,36.83,4.98,60.3,Level 1
67.38,23584.69,64.35,73.18,69.16,73.68,71.59,32.93,5.54,55.99,Level 2
35.61,29786.85,62.95,55.11,46.66,65.79,36.4,38.43,5.98,31.99,Level 1
59.97,19722.95,75.26,46.96,63.59,76.16,61.1,29.82,6.02,61.05,Level 2
79.23,37081.2,82.37,78.53,85.19,93.94,56.53,18.08,4.68,64.01,Level 3
52.11,21289.86,81.31,42.24,59.26,79.5,42.4,34.53,5.1,44.27,Level 1
49.08,10936.43,65.34,58.34,56.65,67.24,47.76,55.87,6.65,17.74,Level 1
74.71,39437.53,100.0,85.63,98.28,93.88,70.03,11.6,3.73,87.78,Level 3
36.79,16843.66,70.29,56.62,63.16,74.82,45.73,46.02,4.23,40.19,Level 1
66.25,31576.99,86.66,95.49,84.8,94.45,58.0,24.44,4.97,70.34,Level 3
40.27,14607.27,62.65,52.4,51.17,70.12,54.13,46.41,6.4,42.44,Level 1
64.02,36565.4,84.93,81.3,75.09,84.2,45.96,21.97,4.59,47.11,Level 3
35.13,13388.0,54.99,57.41,56.8,55.57,12.15,66.19,6.62,32.65,Level 1
65.57,22563.48,73.44,81.51,61.48,83.54,59.25,22.17,5.89,55.64,Level 2
47.9,12102.3,62.41,40.95,42.16,66.54,20.73,65.96,5.69,40.35,Level 1
79.57,49777.66,100.0,81.18,93.91,99.0,84.36,11.06,5.34,91.04,Level 3
70.03,31571.1,82.23,96.76,90.87,90.17,63.05,24.73,5.08,56.18,Level 3
83.27,33296.41,90.84,84.62,75.58,92.99,86.41,18.71,4.36,78.41,Level 3
69.83,27630.07,73.32,74.82,69.21,94.72,73.42,45.06,4.53,70.12,Level 2
57.48,21210.72,71.76,71.19,73.26,83.44,36.57,31.58,5.24,48.93,Level 2
53.38,25586.85,66.05,72.37,65.63,89.89,65.26,36.72,4.9,60.37,Level 2
60.53,21751.2,76.18,44.89,63.4,67.75,39.7,37.92,6.25,40.69,Level 1
68.58,38526.08,78.82,75.13,87.37,79.01,72.75,27.07,4.16,61.41,Level 2
24.14,5054.42,63.62,30.8,56.99,64.25,12.78,49.67,6.36,12.2,Level 1
80.72,23200.12,66.82,69.66,70.59,70.62,56.31,19.5,4.48,42.75,Level 2
78.55,36686.75,88.12,100.0,89.35,82.27,86.98,5.47,4.43,85.31,Level 3
49.43,15758.34,62.4,70.56,43.62,73.35,37.28,16.55,6.45,63.76,Level 1
82.71,34511.88,91.1,84.21,97.04,93.5,82.87,25.82,3.42,62.87,Level 3
82.49,36503.8,97.41,84.0,79.53,87.85,77.34,16.67,4.38,83.16,Level 3
77.88,38553.19,78.91,76.43,68.86,92.47,64.15,30.57,4.91,58.75,Level 2
74.47,33754.15,90.11,80.3,71.4,89.43,56.47,19.06,5.48,58.15,Level 3
51.79,13550.12,64.99,59.18,68.03,61.97,33.16,53.39,5.92,51.96,Level 1
59.74,17308.54,57.04,52.89,64.85,82.65,39.94,47.82,5.22,39.39,Level 2
83.11,21794.42,88.76,74.34,69.69,82.85,58.16,23.52,4.33,73.33,Level 2
50.53,18577.2,79.68,50.58,50.74,90.41,40.48,42.35,5.65,43.95,Level 1
23.76,12319.15,55.88,54.38,64.52,75.68,30.56,39.56,5.66,25.47,Level 1
63.07,16534.87,71.24,62.34,66.56,81.02,34.8,43.7,5.93,53.36,Level 1
35.71,14938.21,69.67,60.07,61.73,75.56,56.29,59.89,5.52,40.96,Level 1
88.07,29210.05,78.1,77.93,81.28,83.4,62.56,29.86,4.29,61.66,Level 3
65.6,29021.96,81.62,80.34,77.68,89.94,72.45,8.19,4.42,84.98,Level 3
43.48,9875.37,59.89,61.01,27.98,66.39,35.75,66.13,5.23,20.87,Level 1
56.6,25552.97,81.35,69.51,94.84,78.84,63.2,21.15,4.65,60.91,Level 2
66.59,35903.86,95.06,76.13,79.2,93.71,69.86,16.18,4.4,63.39,Level 3
49.53,15349.06,72.28,43.49,44.8,77.9,28.61,43.29,5.76,50.36,Level 1
51.25,26440.68,78.94,77.5,70.42,73.73,54.67,28.07,3.84,35.55,Level 3
35.13,21832.97,66.69,58.97,55.04,65.38,34.43,53.04,5.73,33.08,Level 2
78.44,37064.88,96.39,87.11,88.21,96.62,81.35,8.74,4.53,75.0,Level 3
58.54,17714.29,52.57,63.8,51.92,71.23,43.51,51.72,5.54,38.62,Level 1
76.49,39892.58,91.25,95.22,79.15,92.51,89.05,18.51,3.72,75.38,Level 3
43.39,13949.93,79.07,51.18,47.31,66.31,13.45,43.8,5.77,37.61,Level 1
61.24,27098.98,70.18,77.18,62.32,75.38,61.92,25.49,4.98,83.22,Level 3
66.34,31364.59,95.57,77.44,76.5,95.79,79.38,19.76,4.89,82.43,Level 3
49.23,16482.33,73.05,65.69,64.09,72.22,32.03,41.84,4.05,41.35,Level 1
31.48,6744.79,55.86,39.83,43.66,66.01,28.43,67.56,5.69,30.78,Level 1
46.64,17889.89,82.12,62.62,72.79,75.55,45.4,40.88,4.75,27.8,Level 1
74.91,28178.29,77.8,75.53,73.52,80.02,61.54,17.28,4.46,53.13,Level 3
59.84,36187.7,79.32,57.7,67.6,81.39,57.63,35.4,4.18,41.9,Level 2
75.38,42305.48,95.75,82.97,100.0,87.39,83.87,13.22,3.68,76.21,Level 3
52.18,30328.17,65.24,64.4,58.18,87.71,64.83,39.02,5.59,57.66,Level 2
59.18,28158.82,80.75,73.4,82.59,94.71,67.23,30.68,4.25,76.74,Level 3
56.57,27252.49,65.58,70.21,55.28,65.46,65.34,27.27,5.7,51.0,Level 2
40.51,23235.27,80.26,64.26,51.54,80.57,37.1,33.75,4.54,27.61,Level 2
46.63,10241.78,60.63,61.29,63.65,73.48,19.87,56.95,6.47,24.18,Level 1
48.43,17312.91,59.34,60.51,59.3,75.87,34.08,66.16,6.35,27.49,Level 1
40.64,10783.13,53.57,55.9,38.02,66.2,27.7,55.7,6.09,26.84,Level 1
64.84,23049.64,73.98,66.37,83.12,82.36,57.98,24.0,5.42,72.25,Level 2
20.0,16489.72,49.18,53.28,50.52,65.41,12.67,72.07,6.47,28.13,Level 1
72.05,32765.31,83.13,75.33,88.6,79.23,59.33,22.77,4.35,63.15,Level 3
73.51,29252.37,85.24,77.06,71.09,78.36,72.97,17.37,4.73,55.81,Level 3
71.99,39087.45,87.7,84.05,96.31,85.22,86.1,2.0,4.57,86.61,Level 3
42.47,17175.5,70.7,50.64,57.58,77.82,40.27,40.41,5.74,41.85,Level 1
67.23,39936.8,93.94,100.0,86.18,97.17,79.44,2.0,4.73,91.22,Level 3
54.42,22355.38,62.67,68.33,71.04,70.47,45.71,59.13,5.36,58.13,Level 2
58.68,28522.34,78.12,87.05,80.12,90.59,73.68,13.74,4.71,80.05,Level 3
87.8,61113.7,90.66,100.0,84.01,88.32,98.0,8.68,4.14,80.21,Level 3
53.88,32004.06,80.86,70.73,80.47,93.86,59.46,21.39,4.51,59.18,Level 2
65.28,18810.05,81.91,63.49,44.09,69.33,32.78,33.98,4.91,61.22,Level 2
32.82,16081.13,64.54,58.21,42.19,73.11,44.66,58.28,6.03,33.13,Level 2
60.75,33532.35,96.35,81.27,90.93,80.75,95.04,23.45,4.51,86.6,Level 3
33.76,11025.72,62.81,51.34,53.71,64.27,29.78,69.62,5.93,32.63,Level 1
65.64,36785.64,90.8,83.82,88.25,85.63,94.56,21.55,4.95,79.19,Level 3
37.66,12678.35,48.15,63.12,55.5,65.04,36.68,52.34,6.54,55.08,Level 1
37.84,20646.4,64.92,59.27,65.33,84.54,48.85,32.14,5.89,59.13,Level 2
76.7,25001.13,72.66,76.35,75.95,83.14,39.32,37.91,4.64,40.0,Level 2
44.31,7325.94,61.53,34.65,37.88,71.17,33.78,53.86,6.58,29.47,Level 1
64.54,30749.21,90.85,67.91,82.11,92.71,90.27,24.97,4.82,52.31,Level 3
69.81,29039.2,81.38,82.92,72.24,95.64,67.14,20.24,4.94,79.09,Level 3
40.28,11770.22,67.8,50.34,50.33,80.77,30.85,48.19,5.75,18.34,Level 1
52.43,19573.78,76.06,67.08,64.23,78.94,58.97,50.64,5.35,68.31,Level 2
70.95,28485.02,91.1,68.65,75.36,77.88,73.6,9.37,4.75,59.49,Level 3
67.24,23389.55,77.37,72.62,51.68,79.43,49.09,39.66,5.49,47.98,Level 1
50.44,24813.5,76.07,61.83,71.35,85.44,47.14,17.24,5.29,58.06,Level 2
40.65,31045.44,91.99,76.86,84.95,80.73,65.27,34.85,4.68,73.45,Level 3
71.99,39574.91,78.57,81.08,82.4,79.87,72.36,19.04,4.63,75.37,Level 3
38.72,13741.56,75.18,51.96,56.55,71.71,42.72,32.94,5.49,48.27,Level 1
38.86,20340.08,75.84,60.93,60.29,73.72,53.75,44.85,5.77,36.28,Level 1
65.03,22733.71,74.33,66.91,74.08,77.15,61.6,27.95,4.46,56.68,Level 2
32.29,11758.21,48.09,63.75,48.02,65.81,40.86,55.86,5.76,42.7,Level 1
62.69,18597.52,55.09,83.2,52.07,75.1,22.96,30.04,4.94,44.62,Level 1
52.74,16880.11,68.98,70.1,52.54,79.43,46.8,41.32,5.25,53.52,Level 2
26.97,8985.39,40.32,52.41,53.35,64.12,10.0,52.77,5.3,14.42,Level 1
57.72,32192.8,93.08,90.67,63.09,89.78,51.93,12.87,5.17,70.0,Level 3
69.62,27623.34,87.02,67.79,60.85,91.4,62.57,31.38,5.5,59.45,Level 2
82.05,42673.32,100.0,100.0,89.05,96.87,75.01,2.0,5.4,97.02,Level 3
81.71,36153.6,82.86,90.98,100.0,92.22,86.69,13.74,3.85,72.47,Level 3
80.59,40209.6,83.53,80.67,84.23,94.29,68.43,20.87,3.89,81.89,Level 3
64.85,22360.02,55.79,52.77,53.24,68.64,48.84,38.27,4.77,31.15,Level 1
60.35,23928.46,62.67,57.48,48.12,71.4,53.95,36.24,5.38,68.66,Level 2
62.89,28118.15,75.59,66.62,71.0,81.23,53.29,33.41,5.72,56.52,Level 2
60.01,30562.77,75.27,64.06,66.41,76.41,56.42,45.12,4.79,48.89,Level 1
62.56,33951.9,90.65,63.93,68.97,78.53,56.25,37.88,4.34,65.03,Level 2
60.89,17390.46,74.84,49.31,63.47,79.69,65.77,29.49,6.07,62.17,Level 2
74.66,34778.97,85.67,87.05,85.42,90.14,62.54,23.72,4.45,80.72,Level 3
37.02,24131.67,57.73,52.53,45.19,69.93,53.37,51.43,5.65,38.72,Level 1
57.63,14282.97,56.99,71.53,46.93,61.63,33.48,51.45,6.53,49.98,Level 1
50.26,18715.7,70.01,70.88,54.34,82.94,65.51,26.7,6.21,40.02,Level 2
21.43,11875.49,55.6,51.18,45.17,73.83,34.68,65.03,6.25,48.32,Level 1
75.14,32080.41,85.55,85.2,75.47,88.47,82.27,20.59,3.68,77.89,Level 3
59.57,32921.78,79.21,81.05,76.67,77.54,66.23,6.52,4.22,58.84,Level 3
56.31,14305.79,62.65,49.57,37.44,69.86,48.02,57.31,6.21,51.19,Level 1
37.17,6907.26,46.2,59.61,46.55,65.85,52.67,62.26,5.99,35.85,Level 1
36.57,18585.67,53.43,69.1,43.35,65.32,46.29,46.62,4.49,22.99,Level 2
69.2,28680.86,93.08,70.44,89.51,88.45,80.04,32.58,4.5,67.5,Level 2
65.73,31917.64,92.35,85.06,83.52,93.45,74.53,32.01,4.64,68.19,Level 3
49.6,22823.09,81.93,75.51,62.33,89.47,64.66,31.52,5.35,61.14,Level 3
48.83,16443.43,56.97,63.57,53.87,77.24,48.33,42.87,4.69,21.77,Level 1
81.11,40248.96,92.14,95.37,100.0,88.86,79.86,5.61,4.94,79.07,Level 3
85.78,38461.24,96.82,84.15,85.65,99.0,93.71,3.69,3.55,87.46,Level 3
71.07,40533.38,90.54,97.84,99.61,89.55,87.84,19.39,5.36,54.86,Level 3
77.1,33641.21,80.86,78.79,74.99,84.33,54.06,18.01,4.25,54.34,Level 3
64.81,49066.64,100.0,86.88,95.4,91.85,91.94,3.26,4.89,72.89,Level 3
88.51,38594.38,100.0,96.75,97.62,86.99,88.14,2.0,4.4,74.73,Level 3
52.2,16525.09,73.11,60.55,66.1,69.26,34.95,47.63,6.38,46.97,Level 1
45.79,32363.74,69.06,55.18,38.86,70.66,38.2,48.06,5.4,51.51,Level 1
67.09,33136.89,85.48,74.48,89.69,85.91,70.42,7.78,3.83,68.22,Level 3
50.86,27076.61,64.35,48.51,63.22,78.34,46.65,50.77,5.71,24.23,Level 1
55.89,23259.46,72.87,55.74,65.28,75.72,61.68,37.65,5.1,58.66,Level 2
62.17,24936.74,88.11,79.46,56.33,82.24,55.03,29.36,5.05,59.84,Level 2
77.02,41493.77,85.62,71.92,80.75,86.08,78.91,15.06,4.9,63.5,Level 3
40.14,23461.58,76.09,50.86,53.84,67.76,47.67,41.91,4.97,59.95,Level 1
71.72,40756.91,84.66,99.91,99.79,92.54,62.8,8.74,4.1,98.0,Level 3
55.33,33091.91,91.42,75.48,70.3,89.63,71.0,22.92,5.37,56.23,Level 2
33.51,10294.98,58.85,48.83,60.26,72.8,19.7,49.36,6.69,26.41,Level 2
74.73,28097.67,82.89,84.16,65.53,90.56,41.09,26.79,4.13,57.25,Level 3
46.15,21310.22,71.29,57.9,57.63,73.11,21.22,43.63,5.89,45.46,Level 2
62.4,15296.06,58.27,45.87,51.12,71.34,10.0,38.11,5.88,43.39,Level 1
59.24,29085.89,82.18,67.6,70.24,73.87,52.52,43.99,4.92,44.75,Level 2
89.43,38893.52,90.0,99.69,100.0,94.78,82.64,5.79,4.47,90.97,Level 3
93.03,37517.48,96.81,94.36,93.66,90.74,59.42,23.89,4.35,98.0,Level 3
51.06,28197.86,86.08,76.12,78.79,88.82,73.96,30.63,4.31,67.08,Level 2
73.81,26448.98,62.74,73.69,80.72,90.12,58.98,34.58,4.58,60.26,Level 2
49.9,17995.04,67.8,67.07,58.32,72.56,51.31,45.39,4.62,24.52,Level 2
57.28,20680.09,66.37,58.51,51.62,77.07,33.56,49.38,5.55,45.96,Level 2
84.09,38068.7,98.29,95.59,88.77,97.37,97.68,2.0,3.81,76.86,Level 3
85.21,40766.53,88.24,93.27,86.76,98.04,70.57,10.45,3.84,88.27,Level 3
54.3,21224.72,72.68,61.79,67.03,76.55,58.86,37.43,5.9,56.14,Level 2
64.26,39458.47,97.14,78.22,88.41,91.32,70.55,24.08,4.39,73.17,Level 3
63.46,27088.29,67.8,67.8,76.01,89.67,51.44,36.32,4.88,62.07,Level 2
72.61,37846.08,93.85,97.79,83.49,88.35,96.82,9.23,3.93,72.72,Level 3
54.5,22961.34,75.01,46.4,64.67,65.49,52.46,36.72,5.98,45.52,Level 1
58.52,11984.53,66.32,57.95,39.32,76.81,53.6,43.34,4.62,43.59,Level 1
52.15,16063.12,70.42,61.69,60.2,73.15,56.9,42.57,5.94,21.81,Level 1
68.98,32387.96,92.9,77.55,90.25,89.83,79.93,23.47,5.49,76.03,Level 3
34.66,18354.47,54.51,37.76,52.97,64.29,41.04,57.11,6.68,41.57,Level 1
84.02,33757.09,98.02,74.99,89.55,99.0,59.56,12.36,4.45,75.98,Level 3
56.13,19984.35,71.01,75.32,62.51,73.17,56.11,46.95,5.16,47.68,Level 2
84.3,41656.73,96.25,96.66,87.67,95.27,74.92,5.69,3.67,87.03,Level 3
81.16,39697.25,98.26,100.0,93.2,93.94,61.96,7.17,3.91,84.27,Level 3
55.25,29630.31,77.24,85.6,66.1,71.76,58.29,17.16,4.91,54.91,Level 2
81.28,28059.15,83.15,73.78,83.29,79.25,66.23,13.09,3.95,64.53,Level 3
48.31,24152.88,76.18,61.97,76.03,73.09,60.93,30.33,4.6,67.97,Level 2
59.62,36807.02,83.77,78.74,57.62,74.97,47.95,32.19,5.67,33.53,Level 2
56.32,34788.82,69.65,87.06,59.33,69.45,44.94,46.25,6.04,51.13,Level 2
42.92,11154.68,70.21,44.56,45.68,66.51,10.0,43.68,6.45,32.32,Level 1
44.41,24506.42,84.73,77.17,72.82,81.28,41.21,28.0,5.07,66.67,Level 2
83.37,33826.3,77.4,94.66,86.15,91.7,68.73,26.49,3.4,64.0,Level 3
66.39,32106.2,86.63,84.31,90.53,93.99,78.01,15.42,4.26,76.61,Level 3
60.03,23566.43,70.22,71.7,55.85,67.19,41.9,40.54,5.32,41.53,Level 2
77.79,36588.54,100.0,89.9,96.98,93.16,80.67,11.63,4.48,74.89,Level 3
71.87,36918.13,83.04,92.83,84.01,93.36,76.01,20.11,4.53,68.79,Level 2
45.48,17716.73,59.3,50.18,59.98,76.72,35.62,48.99,5.95,44.27,Level 1
47.57,13988.08,54.9,52.36,50.35,77.36,15.91,43.84,5.77,32.87,Level 1
37.05,12599.61,54.56,48.82,50.72,58.96,18.82,64.98,5.07,17.31,Level 1
77.79,34891.11,94.76,80.4,98.45,99.0,87.08,22.62,3.72,69.26,Level 3
60.24,22681.64,63.3,73.84,65.08,82.18,27.76,41.67,6.45,64.62,Level 2
25.19,13570.81,62.25,38.85,50.15,63.15,24.75,52.8,6.03,32.82,Level 1
80.09,39584.39,86.45,91.67,72.81,88.03,61.42,28.91,5.99,74.09,Level 3
48.94,30326.19,87.19,80.46,74.39,84.86,68.4,26.46,5.25,64.23,Level 3
51.92,23863.2,82.79,72.0,60.04,92.77,64.72,31.95,5.25,56.27,Level 2
85.88,39335.17,89.33,100.0,98.34,99.0,85.27,2.0,3.32,73.77,Level 3
75.05,33765.19,88.66,93.69,74.26,79.62,71.49,7.5,4.33,68.04,Level 3
56.75,19098.24,73.71,67.29,58.23,82.07,27.09,38.8,5.54,54.25,Level 2
69.37,24681.02,72.06,90.14,59.67,79.51,73.19,19.31,5.03,65.95,Level 2
67.68,26067.63,79.07,65.37,71.34,83.35,48.3,39.25,5.23,42.17,Level 2
65.28,21708.02,77.23,69.38,64.65,80.07,54.1,23.45,5.04,67.49,Level 2
52.33,24187.72,70.1,70.24,72.28,83.03,48.82,21.52,5.61,56.32,Level 2
51.34,27681.97,80.66,82.62,62.98,77.82,63.65,21.07,5.09,64.12,Level 3
65.67,33005.49,78.11,74.16,76.32,84.64,60.66,19.69,4.5,67.2,Level 3
45.85,20142.59,64.72,58.15,39.09,75.11,59.13,52.19,6.25,50.28,Level 1
86.71,38039.57,76.15,81.58,78.04,79.47,71.09,26.46,4.19,67.38,Level 3
82.69,31826.6,89.93,87.25,89.01,79.79,68.82,14.76,4.69,58.36,Level 3
66.42,33582.16,92.8,64.18,71.46,80.12,69.88,39.5,5.86,69.75,Level 2
68.0,41212.48,100.0,88.39,87.52,99.0,61.93,2.0,4.34,85.92,Level 2
71.03,29102.31,84.35,82.74,81.09,81.22,69.12,32.92,5.33,73.26,Level 3
64.93,32365.24,72.0,58.52,58.63,79.09,53.98,41.85,4.53,63.0,Level 2
47.74,25031.3,67.16,63.55,52.33,82.39,39.73,33.02,6.24,30.82,Level 1
30.3,13135.18,60.38,39.26,61.9,67.21,26.7,47.4,6.21,26.29,Level 1
53.6,24156.42,82.32,75.88,52.32,70.21,54.94,28.25,5.39,69.86,Level 2
52.0,26162.32,78.19,55.39,64.04,76.01,48.93,53.22,4.77,49.61,Level 1
89.19,53160.08,79.95,100.0,89.98,85.86,97.72,2.46,4.39,98.0,Level 3
59.63,24194.91,82.15,45.18,75.97,87.02,65.11,30.41,5.22,48.81,Level 2
60.99,31188.11,90.15,75.68,75.3,87.03,66.21,26.88,4.16,68.87,Level 3
57.2,18570.8,68.72,65.26,55.37,74.25,37.76,42.15,5.24,44.11,Level 1
95.0,36443.03,92.75,96.98,73.93,86.34,74.34,26.51,3.4,98.0,Level 3
64.35,25142.19,83.7,71.73,60.8,86.38,61.86,33.92,4.81,61.76,Level 2
60.2,47600.19,98.73,76.23,75.33,91.8,71.79,21.46,4.56,71.44,Level 3
54.44,21895.57,66.76,54.64,49.51,73.92,48.28,37.01,6.32,37.44,Level 2
72.77,35933.62,86.83,89.63,80.16,83.99,72.31,20.77,4.4,58.34,Level 3
50.05,21479.89,73.23,65.83,56.14,73.03,54.02,31.02,5.26,62.26,Level 2
48.24,20337.98,68.17,69.92,39.03,77.59,40.36,34.91,5.02,38.17,Level 1
79.72,35129.71,81.52,79.53,71.77,93.58,66.52,15.43,4.57,69.01,Level 2
48.45,17521.8,55.39,49.95,52.59,85.92,57.63,39.75,5.91,55.96,Level 2
79.33,43407.88,99.36,88.99,77.38,93.73,77.37,12.51,4.76,69.64,Level 3
79.08,39246.95,87.99,95.43,89.0,99.0,68.22,2.0,4.54,84.77,Level 3
42.98,12703.1,57.27,52.37,44.19,64.29,35.54,43.82,6.4,26.68,Level 1
79.45,38082.14,88.68,88.54,75.87,96.87,88.44,3.88,4.49,70.9,Level 3
72.66,37866.41,98.17,71.3,77.84,84.27,80.83,14.02,4.4,62.78,Level 3
42.21,26940.43,73.67,80.45,76.37,84.51,84.16,36.04,5.38,47.86,Level 2
62.82,23267.55,81.41,60.53,80.25,73.24,69.0,39.17,5.16,64.42,Level 2
54.95,31820.12,84.21,78.37,75.91,82.28,55.11,42.86,4.68,41.66,Level 3
52.3,24951.51,70.96,81.12,70.83,81.47,33.34,18.9,5.26,59.29,Level 3
67.67,26608.83,75.03,70.51,74.77,87.54,83.18,32.13,4.95,60.71,Level 2
72.36,42028.65,99.19,85.3,93.14,99.0,88.43,2.0,4.71,75.61,Level 3
47.12,13462.32,58.6,53.41,54.29,70.83,35.86,53.29,5.44,20.83,Level 1
61.81,20448.77,60.22,61.62,63.35,80.63,45.73,38.22,4.98,43.11,Level 1
54.05,28490.02,84.17,65.98,69.46,82.22,61.26,13.74,4.99,61.6,Level 2
69.01,31876.78,82.02,74.67,89.28,83.6,70.59,32.79,5.15,72.04,Level 3
62.1,30977.86,89.4,79.47,68.2,96.83,88.72,32.25,4.89,71.8,Level 3
62.61,29181.74,75.7,78.61,81.25,82.92,76.29,12.51,4.28,60.59,Level 3
57.39,25700.29,98.95,68.58,70.91,81.9,61.0,30.57,4.75,54.69,Level 2
57.14,23758.99,60.41,70.16,75.41,72.21,29.52,15.81,5.25,70.29,Level 2
60.28,28522.26,70.21,56.42,78.44,88.08,41.6,42.0,6.2,44.99,Level 1
45.06,19796.47,58.49,72.68,70.41,80.79,50.76,34.71,4.26,57.85,Level 2
66.4,25365.24,89.04,87.84,57.94,87.63,64.74,24.35,4.84,59.31,Level 2
52.82,19626.75,80.53,66.61,58.62,85.89,71.52,32.15,5.4,63.79,Level 2
70.06,32270.2,84.67,86.36,91.23,90.1,76.42,6.61,4.19,79.09,Level 3
81.31,42046.95,95.21,100.0,92.19,89.75,69.66,2.0,5.15,67.08,Level 3
65.23,40576.13,93.12,100.0,86.07,94.54,86.0,10.7,4.57,98.0,Level 3
54.46,21497.22,61.8,61.74,54.32,71.63,33.57,45.85,4.83,43.18,Level 1
77.48,26517.4,62.96,62.11,70.73,67.96,50.72,24.75,4.55,53.88,Level 2
47.0,31456.86,87.02,70.56,78.43,99.0,66.7,15.73,4.73,40.01,Level 3
56.55,28082.12,81.49,68.47,76.76,96.42,59.98,19.01,5.24,59.46,Level 3
49.64,12599.13,63.9,58.3,40.52,53.28,44.59,65.5,5.2,32.46,Level 1
51.92,25828.76,74.82,72.07,74.79,74.23,64.0,30.92,5.71,61.5,Level 2
69.99,25046.42,78.67,59.44,79.73,77.62,79.38,21.08,5.25,51.43,Level 2
66.31,41865.26,82.58,85.24,95.6,99.0,98.0,2.02,3.8,98.0,Level 2
39.91,13105.97,72.98,60.18,39.34,76.74,21.78,45.72,5.25,36.33,Level 1
56.39,22494.61,70.61,62.73,51.94,85.75,60.54,32.67,4.92,44.2,Level 2
44.72,26755.14,74.69,74.48,64.67,69.58,62.49,36.73,4.41,49.73,Level 2
73.56,23885.53,74.84,63.45,51.8,85.42,43.99,31.67,6.4,70.17,Level 2
74.85,27062.78,86.75,66.01,70.76,95.12,69.08,29.36,3.8,53.45,Level 3
95.0,40245.87,100.0,98.4,89.96,99.0,63.0,2.51,3.95,83.3,Level 3
42.34,15289.42,65.02,57.47,53.46,75.78,31.95,56.98,5.99,53.11,Level 1
37.1,31024.83,68.12,72.42,46.25,93.55,38.57,37.96,4.71,41.57,Level 2
77.29,26451.31,84.08,79.25,79.39,85.52,58.52,21.14,5.39,61.08,Level 2
69.29,27130.87,79.65,81.25,88.62,88.9,55.88,22.72,4.18,60.86,Level 3
73.32,28257.43,78.46,69.35,74.99,81.63,71.98,32.06,5.09,82.68,Level 2
64.42,10558.9,63.54,49.45,50.27,67.18,48.5,50.57,5.15,22.52,Level 1
87.1,39297.51,80.73,94.31,83.61,83.86,63.63,28.19,5.61,72.98,Level 3
69.91,27942.46,78.81,72.42,70.35,99.0,65.64,22.74,4.72,58.43,Level 3
41.2,17048.33,66.88,40.71,66.9,76.56,33.35,49.66,4.89,26.51,Level 1
63.05,22335.96,65.56,68.63,71.24,67.32,42.06,37.62,5.45,43.91,Level 1
29.89,8478.72,64.66,49.87,42.94,63.89,31.96,43.35,6.01,30.04,Level 1
71.25,22354.25,86.28,67.07,66.2,84.21,58.11,30.05,5.66,64.31,Level 2
69.81,38972.44,89.71,77.58,89.31,94.46,93.19,13.22,4.23,92.28,Level 3
88.37,28814.84,85.22,69.46,74.45,92.64,56.55,19.74,4.87,59.11,Level 3
77.04,26544.86,81.53,81.94,62.4,79.59,70.17,19.79,5.11,60.1,Level 2
20.0,6931.5,73.39,57.03,38.5,66.29,27.75,68.85,6.61,10.0,Level 1
60.47,26275.63,77.22,70.56,76.75,86.92,61.25,9.94,5.22,66.55,Level 2
27.69,14712.55,63.47,51.31,57.93,75.22,42.39,48.7,5.54,40.17,Level 1
81.29,29607.32,93.18,81.59,76.18,91.07,77.62,20.38,4.82,60.75,Level 3
32.31,8134.61,66.77,35.1,48.12,70.79,33.96,62.04,5.65,31.29,Level 1
80.41,34216.64,91.52,68.1,77.12,81.46,73.76,16.99,3.85,70.34,Level 3
60.56,25289.08,58.42,72.96,67.46,74.13,53.53,48.29,5.16,41.46,Level 2
72.1,30899.87,77.94,79.53,57.38,90.07,62.83,39.68,4.62,65.48,Level 2
67.55,33762.99,85.59,80.69,78.34,92.29,72.21,25.25,4.36,61.35,Level 3
36.81,15377.59,49.82,69.3,41.38,77.71,41.39,45.87,5.28,45.3,Level 1
53.09,27856.6,93.32,90.68,62.39,99.0,58.92,26.69,3.7,70.87,Level 2
55.57,17650.91,84.08,57.52,60.2,75.52,38.91,46.94,5.61,57.43,Level 2
95.0,41102.43,91.7,100.0,91.76,93.27,75.93,2.0,4.3,90.96,Level 3
